product_id,quantity,wholesale_cost,sale_price,supplier_id
11FSEXZ5GKIY,572,30.0,34.74,SLVUJJVM
73TNREDXAGO5,3528,387.48,493.65,SXEDLYPA
6CSLPOWBFKHX,1752,116.84,129.93,PUAAQYKI
9HNR6WQRBNHW,7178,437.48,778.71,TKLCRQAQ
LV8KIANOY6B0,4387,366.64,663.99,GYCRCIZD
GX50QKZ5H4JE,5639,387.48,458.39,ZLYACVMT
Q6N3BAUFFOL1,840,37.71,52.08,JFRFZLXG
XM1X4YOTLB8L,2828,125.82,138.91,TNGXLUXB
B7RU8IUGLD0Q,7479,352.59,491.51,VYGATPNP
Q0D24Y9OTM0H,1585,118.45,178.03,YXEYYAUU
9RKABMIQFE9N,520,31.86,50.59,HRCTNANX
JOI9228F2D6Q,2997,455.63,762.72,NPZGUNBG
YIVEF44O6KKQ,4150,361.5,532.85,UQAIHIOI
M0TO6R7RTJ2Q,2280,110.48,182.95,MGOWPCPA
D6JRM9CPJ31G,487,40.27,49.53,HDPBFCUI
31PHWLZHGK1T,1470,142.85,261.56,RRHKWHUG
79D1A3O62NZM,5712,398.08,636.93,VSBPGANE
V893NGECW2S8,2235,127.48,172.35,HIFWYHGS
OIRZ3U7O5G61,7005,391.44,547.62,TKOBOHXZ
720ULTBJJ7RT,1541,116.04,195.64,EGEDGYQE
1IVU6AHSQ1DN,6358,404.76,717.64,COURESFM
T4WFDT28J93Y,1604,124.99,206.36,YJFOCKUP
08Q5AVXR1ZB7,2591,129.16,151.5,ZHSGPGCE
6A14KY1BLOFP,6500,415.55,521.1,RRHKWHUG
4WP7XLXOR2WG,1969,114.44,150.6,MGOWPCPA
VXOJU33YEDAH,2880,141.11,263.59,ZHSGPGCE
LVERAS0J1GEL,1113,107.35,131.93,PUPXILQT
3ZAQ7ZN02G45,2709,132.53,177.33,NJVSHSAQ
3W6CF3TC7DHI,6950,390.12,640.19,ZLYACVMT
KQKCP9SLURR0,1120,109.69,207.42,GYCRCIZD
R8CBP1SO7OHS,1055,33.28,49.15,EIAPSBUM
WNB4IS09UTFO,6380,461.28,747.73,TNGXLUXB
9EJ8S7WQDVEM,3460,438.86,577.54,MGOWPCPA
XD53FTSORYTV,1722,110.48,200.52,NPZGUNBG
FHRHEHGYL1ED,3671,451.42,763.8,CPKTLQGA
ERR2118CQVBY,5993,386.16,573.45,YXEYYAUU
T40NZQIA92OL,771,48.35,64.89,GAHBTDEC
1ZL3XISSUOLV,6730,395.42,706.22,MGOWPCPA
KE2ERQDN9LP2,1046,37.21,45.02,ZLYACVMT
NQ5GWSWXUUA6,6953,411.49,584.73,CPKTLQGA
O4V8O706R2PD,4962,414.2,728.16,ZLYACVMT
K7SYXW06SGFB,3594,342.51,614.12,ZLYACVMT
BWX0JCBXBSF4,4237,434.71,566.43,MGOWPCPA
PIQRY9YT64ZX,1037,36.71,62.15,PUPXILQT
G9S73FF1K5CY,877,32.8,50.32,JIBXLYVJ
C8H6FZFN6YZY,7291,420.99,706.42,JPNKOVEY
RJTV3HZA0FT0,6017,465.54,549.8,ZLYACVMT
FKHA2OC4FQYK,6421,356.4,432.31,TNGXLUXB
3LBG66RVKM4B,2938,124.17,154.59,UPJEDILP
AUG6SMU7OQH3,375,13.7,18.11,UIBJMQJU
LHLDYKU18CQF,4515,447.22,557.68,PFUZXUBP
E26HKMCX30R8,4229,438.86,562.18,JPNKOVEY
HB711956JJOH,4507,400.75,722.95,IRXVIIXD
ROHJV73A900H,3723,455.63,513.95,CPKTLQGA
GD55NR2VMVZD,2281,130.84,167.48,COURESFM
9QVFC5E1VVD4,4299,398.08,646.08,UPJEDILP
151470UWA9F0,5215,404.76,684.04,GAHBTDEC
ZTDGMH2FCDVQ,7374,367.93,667.43,UMIGMZRV
IZ1ERW3P5KUR,7531,450.02,709.23,CMLLTKBT
FNUBYW50TTE3,3494,395.42,595.5,MGOWPCPA
EWJSV143H8VG,3763,396.75,493.95,TKOBOHXZ
9VJPFMCKF092,2639,130.84,242.58,HIFWYHGS
UEQQ86H8ZAX4,2660,112.85,136.55,MGOWPCPA
LFC9XPNEDR3U,2037,127.48,163.94,UPJEDILP
GYBQ3Z0RIBEO,1394,116.84,220.59,EIAPSBUM
T2IES5DJX89U,3186,441.64,668.2,QOODUKSF
YZ1UPU3698QQ,6836,466.96,556.62,YXEYYAUU
0U6MNGUKA6P8,1300,122.52,178.02,NPZGUNBG
BRFO84C8IQ60,6445,416.91,467.36,GYCRCIZD
859DEYABIU54,4931,418.27,666.3,TKLCRQAQ
URMM0XN0YXH0,3093,404.76,701.04,YXEYYAUU
P5ZX0DMOT66T,6142,429.2,628.35,HDPBFCUI
MFYNGPHC3ABD,4844,384.85,486.84,ZHSGPGCE
51UDV5ZZJIH2,1409,133.37,191.25,EGEDGYQE
PKN97TUPFVU1,4653,410.14,708.31,JIBXLYVJ
G5N3M705D0PQ,2768,133.37,244.33,QOODUKSF
EU6LE6ZTO11G,3275,426.46,785.54,TKLCRQAQ
AO4I67HBNOFN,3572,437.48,590.6,CMLLTKBT
BYNXVYNLOATA,6930,380.92,717.65,TKOBOHXZ
LYI5H7FEDN2V,7065,422.35,772.9,PUAAQYKI
AV3JTTGDBRKG,222,9.66,17.47,UQAIHIOI
8U21VX9AE1NA,1408,120.89,151.84,RRHKWHUG
W3MN9XQKY90O,5361,390.12,602.35,HDPBFCUI
K4E6MW3DWC35,7164,415.55,774.59,ZHSGPGCE
QY2F9ZDQ9DFB,1780,128.32,230.08,PUAAQYKI
2WN07QHO0Q61,3573,395.42,599.46,UPJEDILP
NCMPNSLLU4EH,4223,429.2,787.15,DUVESCUP
KJHO0JVJHEJE,7171,388.8,520.6,TKOBOHXZ
16UIMWA5JUI7,5634,340.01,535.86,HIFWYHGS
HVI9YHM6J2J6,1374,114.44,170.17,CMLLTKBT
D46ZCR4DKONG,4266,433.33,763.53,HDPBFCUI
R8SVX0Y73N39,3054,395.42,629.11,DLDNHXON
BRJ23Q53S4TN,111,4.22,5.88,IRXVIIXD
PUO7489QYN36,3714,390.12,644.09,HDPBFCUI
K1CR3SDLFJTS,2530,120.89,207.33,DLDNHXON
2W6LXMX3H7GW,4125,380.92,520.72,TKOBOHXZ
TMSNAZYRUFRL,4091,416.91,687.9,RRHKWHUG
5P7T0K4MK6ED,6870,369.22,646.5,EIAPSBUM
0QVWB88U4M67,5341,370.51,685.81,PUPXILQT
3JN0UCJYACTY,646,39.24,48.5,MGOWPCPA
46QERFEY5TE5,5981,457.04,549.36,UQAIHIOI
CMYEA7KXBCYG,5846,410.14,478.63,UQAIHIOI
1EVE61WR8K7Q,168,16.11,19.38,VYGATPNP
JKT58M1ATIQ1,418,35.22,55.61,PFUZXUBP
13LNT72PWYYI,1024,42.9,57.79,ZLYACVMT
U658F39QMOMT,3439,406.1,669.25,GYCRCIZD
95PXQLQ0DB0G,3491,447.22,720.02,JFRFZLXG
H2WW1NJUPJJS,1478,112.85,197.37,TKLCRQAQ
4C16HIVM4EB0,2111,132.53,242.26,VRPUFLOH
LJTMVWBAVCPV,97,3.43,4.51,VYGATPNP
5DTN6L24LE50,941,40.27,75.14,UPJEDILP
DE6VMTGZFQMM,3435,390.12,626.14,ESTUSGVQ
999409ZL5BJN,637,43.97,53.47,TKOBOHXZ
13HHA3G2FC7Z,7680,371.8,534.65,HDPBFCUI
B5HIPP94U7M3,1978,149.91,178.09,YXEYYAUU
HK9JW4PVAHWX,1273,117.64,216.46,UXQLDNBC
2V9Z1NHIEXZ6,4924,378.3,636.3,TNGXLUXB
ZH6UWS0730MT,32,1.0,1.2,PFUZXUBP
HS11DX1E1CSJ,5991,391.44,526.49,UXQLDNBC
6F0IFTHBY937,5687,378.3,416.89,NJVSHSAQ
GZSIA8IW1A5I,531,37.71,56.23,TKOBOHXZ
B5H5HS3L1PA1,6340,362.78,594.96,TKOBOHXZ
WEZCM1G7MIOU,4001,382.22,726.22,VYGATPNP
MOAIM019ENBJ,2597,108.13,183.06,HRCTNANX
KSU656KAIX6Z,3732,454.23,573.24,HIFWYHGS
NJ43DDVJ68TX,6241,407.45,534.98,PFUZXUBP
2H22UTYU711S,2889,114.44,143.16,PFUZXUBP
WWSYXZ5QLZXP,2594,116.84,148.04,UXQLDNBC
Z407TVQ6W9GO,187,10.54,15.68,SXEDLYPA
ADHVABT77PCN,1352,161.67,291.33,YJFOCKUP
4NSHNVVA6DOQ,2539,124.99,205.36,VYGATPNP
H1YYPP77JKR5,4094,380.92,510.43,YXEYYAUU
L5L8GBGV5VWY,6730,391.44,729.25,JFRFZLXG
RRTHR7QIA2X5,3157,440.25,641.88,NPZGUNBG
EECJ28H5VUR9,3260,444.43,739.98,JIBXLYVJ
O3WSSC061A2F,7076,388.8,436.62,QOODUKSF
JW35X120AR8V,708,47.8,85.32,YJFOCKUP
3U1TX4E0ETR5,6160,437.48,689.47,HIFWYHGS
2KRRMYSWILPJ,438,50.61,74.14,TNGXLUXB
CRWO9ETEV4AP,2084,108.13,164.14,YXEYYAUU
072CIPNVJU4O,4155,433.33,556.83,PIOYEFFR
NUO43JYRX74P,5193,495.77,926.1,MGOWPCPA
WYRF4O5VHMXQ,5755,443.03,581.26,ESTUSGVQ
TLQ40VS8CMVB,3382,371.8,426.83,NPZGUNBG
IQTL0S2AAS4G,2026,119.26,210.37,VSBPGANE
379G09CMMJAD,1781,146.36,190.56,UIBJMQJU
0T35B1WQJZY3,2315,121.7,218.21,UIBJMQJU
RXKGIDYUPQ05,5770,430.58,547.7,NPZGUNBG
820CRX8W70UJ,4841,365.35,416.13,PIOYEFFR
ZVMZJXW6OK0N,6922,482.72,635.74,NIIFSJPI
WIPZXQFZBRWL,4721,378.3,663.16,COURESFM
7Q10WNAXIK50,5788,345.02,469.57,VRPUFLOH
DNZCAVE5T2QR,4856,395.42,749.32,QOODUKSF
VAKSSYU1MB5G,5173,371.8,652.88,JIBXLYVJ
1ADSCH3JVJK0,4998,391.44,624.35,VSBPGANE
GFRHESR9VYUH,5669,383.54,456.8,ZHSGPGCE
0DUXFI9G2JWH,1183,116.84,165.21,TNGXLUXB
LL9HFA6G6K3R,6714,412.84,770.77,EIAPSBUM
ZQOYK1MHW8LD,42,2.38,3.13,COURESFM
2Z19ZNQUTBBW,870,46.69,86.38,ZLYACVMT
UD33RGFGVBPV,6334,416.91,479.45,CPKTLQGA
GEPBHTMGP277,3536,404.76,520.93,VRPUFLOH
MXSCZLWVCIZS,3176,430.58,587.31,HRCTNANX
EY3ZA0J3RDGR,2027,150.8,185.63,YJFOCKUP
RYIFM9JA2S7G,5798,410.14,539.33,NJVSHSAQ
ZRTD0X87ANW0,5618,383.54,427.65,TNGXLUXB
WRWDFJV99SE4,3531,399.41,560.77,JIBXLYVJ
M3EZR0UZ5HC2,1169,152.59,235.75,VRPUFLOH
WFFS24G5QLT0,3490,404.76,605.93,EIAPSBUM
SSCE13L3MI0R,7155,369.22,657.21,YJFOCKUP
ARKF0B5Q3VFL,5324,357.67,635.22,VRPUFLOH
P1GS70O5JP91,1733,133.37,204.72,ESTUSGVQ
EKPFV9106TRY,573,34.73,59.25,TKOBOHXZ
CADU4RCK9YEK,1944,105.03,184.22,TKLCRQAQ
Z2B69LY3MSL0,3886,370.51,429.42,PUAAQYKI
UKDVWYVJG7U8,7345,388.8,612.36,DUVESCUP
192JXZVWU4PT,5962,392.76,603.28,IRXVIIXD
23OXX0RWQCX5,5160,422.35,717.57,CPKTLQGA
5CX9AMOQRDYX,2106,117.64,203.63,CMLLTKBT
FKC8V1EZDL2P,2372,108.91,129.93,YXEYYAUU
JOCMPRNV0AKH,6772,403.42,584.15,ZHSGPGCE
HZTMDASXZ3KA,7293,394.09,615.57,CMLLTKBT
IFJEEFOC48P5,2325,104.27,171.52,PIOYEFFR
LKH0MZEXATTO,3063,402.08,536.78,UXQLDNBC
3B1JTUWW9HY1,2026,102.74,141.88,UQAIHIOI
CTH4ZWTCVTG8,5015,441.64,578.55,VSBPGANE
SKB1A4NDOP89,890,44.51,76.47,ESTUSGVQ
ZIJSPZNFKX8N,137,2.71,5.13,PUPXILQT
9JNUE6XOT6Q8,5011,426.46,585.96,HRCTNANX
9X0YSH8ST2NZ,7540,431.95,704.51,UMIGMZRV
7QMCMCDITAME,6492,387.48,495.2,GAHBTDEC
25JT2KFPJF7T,3440,429.2,512.46,UXQLDNBC
E5KKLCCPAZDC,2073,105.03,181.07,MGOWPCPA
ZX7S12DPVN54,342,9.37,12.07,GYCRCIZD
09TY7VV9HN6R,5807,400.75,495.73,SLVUJJVM
22MWNPIJ8C1F,7220,387.48,731.95,IRXVIIXD
K03B3O33C0GJ,927,42.37,75.29,MGOWPCPA
J4VYD84FLCJX,662,30.92,50.06,PUPXILQT
VVU4PCAER0T3,3026,406.1,448.33,JIBXLYVJ
M75U57GJ7M81,6893,399.41,691.78,PUPXILQT
KU7DFS4SAQE7,6822,408.79,688.81,TKOBOHXZ
MEAKYBL5FI3Y,5339,386.16,539.85,DLDNHXON
GG27U018Z3PA,160,9.66,14.64,PFUZXUBP
2HVDTO4ZRA17,1597,124.17,158.44,ZPVDSNTN
A4RW1DDWQTFN,4571,395.42,573.75,SXEDLYPA
SWKTAK20G8IA,936,43.97,56.24,TKLCRQAQ
440UDC3PO9N0,34,0.78,1.06,NIIFSJPI
1G6E36FF21KP,6929,390.12,519.64,VYGATPNP
MEC9ZDLARKV1,7394,336.27,557.2,GAHBTDEC
AYU76KMM33RM,6667,369.22,443.8,ESTUSGVQ
N7Q6GALM2ESH,4831,396.75,443.96,TNGXLUXB
FO7JN5PPHDLS,5791,426.46,735.22,NPZGUNBG
6G5G6VVVTDUG,1830,115.23,195.78,PUAAQYKI
TMME91L0YFIH,1707,112.05,160.46,NJVSHSAQ
NWW2Z8B5X20R,6967,379.61,670.39,EIAPSBUM
66Q1JNRGHIW3,6433,431.95,811.2,UPJEDILP
7LWH5AR21TM8,1441,135.08,210.05,COURESFM
LSB5TQ4KQCL1,4286,431.95,700.62,QOODUKSF
CDAVEE96JZ4Q,4165,375.7,523.35,TKOBOHXZ
JWRS20M6FZHK,3994,422.35,519.49,PUAAQYKI
M078M7PU6KJQ,7403,404.76,612.4,CMLLTKBT
GVEDHWXX9DJI,659,35.71,43.28,VRPUFLOH
3G7AXU5N8CA0,7413,371.8,668.5,NPZGUNBG
RK091K91JEVP,2260,120.89,157.52,MGOWPCPA
B8CSPKTZ0PTD,2952,110.48,184.28,COURESFM
ORL14JI27IED,2071,135.08,197.76,JIBXLYVJ
N0LMS239C8A2,3421,396.75,500.3,JPNKOVEY
ICB5HVMCRL2V,5643,403.42,655.96,SXEDLYPA
WUHRYVD0IDBR,5916,431.95,497.61,PFUZXUBP
C7ISKVMQLYOY,3968,410.14,677.55,UXQLDNBC
EK7JOKBZ3NE5,5381,438.86,495.47,EIAPSBUM
F7MYDJU3LMU8,2946,108.91,140.17,PUAAQYKI
DJO4GELC3CVU,5239,441.64,665.99,UXQLDNBC
M5R94RIKAB3P,7519,419.63,592.94,PIOYEFFR
2GB4JX8ESFPD,3719,396.75,720.1,NPZGUNBG
MC0L36PVX79N,3452,416.91,732.93,NPZGUNBG
GDOZS5P7YCK1,3330,403.42,652.33,RRHKWHUG
FEGNH2MHWI99,7341,437.48,664.97,MGOWPCPA
J27Z25MDXM2J,660,38.22,48.5,GYCRCIZD
335GMXZD0DJD,2271,140.24,254.4,HDPBFCUI
9K6VO1TTHXMY,2417,137.65,218.45,UMIGMZRV
NWL2W0QX0DOH,5926,373.1,447.72,IRXVIIXD
6NPGO4PFRBDF,1190,140.24,210.92,YXEYYAUU
UIA2QKL3OO8R,5206,391.44,579.33,YXEYYAUU
8DT42WPGHOY8,5867,422.35,658.02,QOODUKSF
VY4NOZL8CV47,6507,403.42,617.64,ZPVDSNTN
029QMRWARC5E,2916,115.23,143.0,QOODUKSF
341MYYRTUBJ5,5475,455.63,687.55,SXEDLYPA
6U1LC6GMGKJK,2,0.42,0.63,EIAPSBUM
GWGCEYXESCL8,3640,399.41,474.1,JPNKOVEY
9LTG45FNP2UM,4078,386.16,646.43,YXEYYAUU
BXINYFASVZD5,7658,373.1,683.52,YXEYYAUU
ZDMLDX5EB88I,1204,136.79,213.8,NJVSHSAQ
OIQPEZWX1U7T,32,0.78,1.0,DUVESCUP
7JO82RWW1Y5J,4304,353.85,559.08,UMIGMZRV
W8CBFZ00UZ4Z,5000,448.62,780.15,EIAPSBUM
2N0S2WFRYZUM,2389,107.35,124.96,TNGXLUXB
FNWWWR7TXQAQ,3986,402.08,495.36,CPKTLQGA
225IUP2NWDIK,4037,416.91,629.12,UXQLDNBC
9FEMKO25D9QU,5349,391.44,722.21,NJVSHSAQ
BB066046ULWQ,5895,351.32,449.69,UXQLDNBC
L7WEYNU1QZYZ,1530,117.64,162.11,RRHKWHUG
5IM1QMWZ4T4D,3080,412.84,663.02,UXQLDNBC
TABWBZO2DUTH,3499,335.03,526.67,NIIFSJPI
QA24D9QYSDFL,7417,407.45,487.31,HIFWYHGS
3LK168JZK6T4,770,49.48,75.51,JPNKOVEY
SOOHYSVTOX0Q,3722,426.46,484.03,HIFWYHGS
7TTPX0E3NDZZ,2629,122.52,153.64,JFRFZLXG
LJ5PISX8BI43,2574,123.34,159.36,YJFOCKUP
QB63I8L3YAYT,5726,415.55,556.42,SXEDLYPA
2494IYCZ9HTC,1637,108.91,125.68,EGEDGYQE
E7F58X5YSDA6,1323,129.16,189.22,TKOBOHXZ
567P2OWQ35IM,3081,343.76,606.05,UMIGMZRV
VJIW5BJ84OO6,729,37.21,52.06,EGEDGYQE
APSTOIC68GK3,2523,112.85,129.33,SXEDLYPA
34N7Z324P9N0,1905,117.64,170.34,DLDNHXON
OGU2LCFXI070,5659,419.63,476.7,IRXVIIXD
L4BV6QF43QYX,2179,129.99,195.11,DLDNHXON
QMVM8UUDQ04T,6254,382.22,705.2,VYGATPNP
SMPLW85TIUXX,3637,390.12,600.0,UXQLDNBC
H2VC1JW5RA77,1454,125.82,209.99,TKLCRQAQ
XMEB27ZJF81Y,6074,440.25,711.44,JFRFZLXG
RES412GRPF1J,5803,433.33,765.69,UXQLDNBC
YCHJMPI0137H,1878,114.44,182.42,UXQLDNBC
PO76R1MG9RSI,6694,443.03,614.04,UIBJMQJU
79I8AN7WBAV9,4761,377.0,533.83,IRXVIIXD
MUOH5NAH74C6,5800,441.64,812.18,GAHBTDEC
ZWP91WYVIJS7,2361,101.97,138.58,ZLYACVMT
1JY5FQ3RMZYB,2968,133.37,219.39,CPKTLQGA
U36CJX2Q1T8O,2884,105.8,162.19,YXEYYAUU
WTHP0U76QR7C,7147,347.53,639.8,EGEDGYQE
PWZ3V3GPJDSW,2991,437.48,665.41,HIFWYHGS
54QZ4CF0ZPAW,5593,377.0,652.59,TNGXLUXB
2Y25MS9GA9Y0,3426,408.79,726.42,TNGXLUXB
BI0NRT4ZZ7Z7,444,30.92,51.42,NIIFSJPI
DKRW80API0XG,5138,327.62,567.44,JIBXLYVJ
XGHD1WGCJJM6,6622,419.63,503.14,HRCTNANX
CG4LWBR29NJN,5432,374.4,591.55,PUAAQYKI
GFS516MP9ZLP,1854,113.64,202.17,ESTUSGVQ
8QJ4B1UDXCAM,6885,399.41,657.83,VYGATPNP
AQCDAUL5556B,5972,399.41,541.6,YXEYYAUU
ZFOK4NWTDTGR,5906,407.45,687.78,UPJEDILP
N8CJE5UE5UG8,2673,115.23,182.18,HIFWYHGS
WYEW0KL9BMJX,3684,430.58,744.9,RRHKWHUG
3K2L4GZUNC74,5688,423.72,520.75,EGEDGYQE
IMBREILZQI4I,5307,430.58,525.74,GYCRCIZD
80C7VQFZKCHE,1604,127.48,188.67,IRXVIIXD
AB5QCL9GIMQZ,796,30.0,54.63,GYCRCIZD
CFU1JXUR7X35,7167,440.25,679.75,RRHKWHUG
ENUVUYP4OH6Q,3880,412.84,757.15,UIBJMQJU
X50WTLE30ATQ,7044,459.87,831.9,UXQLDNBC
IEN80R1VSY24,3027,485.6,670.13,TKLCRQAQ
NOVGGJ5Z52Z4,2043,110.48,148.6,PUAAQYKI
FYAJQTQ9XBHO,6798,423.72,796.17,MGOWPCPA
QY1L681YAO26,1729,135.08,161.29,TKLCRQAQ
JNLLR2SBRENJ,3824,342.51,477.46,TNGXLUXB
48C9NF9YVLB2,2964,128.32,222.76,QOODUKSF
8TOUX1XVQAKD,4706,390.12,542.66,VYGATPNP
DJ64LWRF98KD,2965,124.17,218.66,ZHSGPGCE
C6R5BKH7DO0X,6401,396.75,490.38,HDPBFCUI
Z7T71HY0RSI7,5151,396.75,537.99,IRXVIIXD
D8TDLO8CV2S8,271,15.75,21.75,UXQLDNBC
0VKSMJR3RA37,1534,132.53,245.31,MGOWPCPA
BB6D91WWE71Z,6987,383.54,683.08,SXEDLYPA
G2Z5C6G7YPBI,5505,408.79,513.44,HRCTNANX
SQG6Y7UY7RWW,6955,399.41,756.48,CPKTLQGA
T24BDLGP1OQI,1901,127.48,238.52,SXEDLYPA
USACDT8T0LB4,1978,101.21,153.23,NIIFSJPI
8CGFFL5CI1L8,2409,121.7,176.46,EIAPSBUM
8T11SJITC9F5,6522,383.54,641.28,MGOWPCPA
ZU4JUEBP19SG,5717,371.8,558.07,TNGXLUXB
Y02OQNW6H3QT,1692,114.44,171.43,CMLLTKBT
NR9BEYAQJPSH,1645,124.99,163.99,PUAAQYKI
JLNMJW9GMPDN,7112,356.4,444.07,UQAIHIOI
XQ5NI6I63B55,1798,135.93,205.53,SXEDLYPA
UIFI6JO0PHDS,3066,391.44,610.65,JPNKOVEY
5U4EBBJUSK32,2663,122.52,188.07,VRPUFLOH
0P4J6WVKYZ6P,2860,135.08,190.46,PUPXILQT
0C6RDXW7EYCN,3706,386.16,519.39,UIBJMQJU
H41XGOHJSCEK,2098,143.72,202.21,UPJEDILP
GWKYS70FYDZM,1496,124.99,197.86,ESTUSGVQ
GOKXOMMWFI08,7505,399.41,553.58,HDPBFCUI
X5RNNXSDV7K0,5304,392.76,490.56,MGOWPCPA
ON0GJN9M1EW4,7371,414.2,629.58,NIIFSJPI
P73B0V4F9FOT,4796,437.48,752.03,VRPUFLOH
C02HDSFZLQMG,244,9.09,17.01,GAHBTDEC
N0OWRYC31FL7,3652,337.51,543.39,YJFOCKUP
LS5EY8JI5AKJ,4417,352.59,564.14,PFUZXUBP
9DSJK2YE3D07,3350,391.44,476.38,HRCTNANX
QII7VDRKPJXU,6249,396.75,675.67,NPZGUNBG
MMHX0KRRKJ6J,3321,440.25,643.21,PUAAQYKI
UQ0812IUWWQ4,4705,426.46,774.88,NIIFSJPI
XGEQVD82Y5EO,2318,116.84,157.5,TKLCRQAQ
BWLKP6G3JWAF,4906,465.54,846.35,VRPUFLOH
SIQC1ZEQTPSX,1773,142.85,269.56,YJFOCKUP
BD4FQN46YAMF,540,33.76,63.23,QOODUKSF
K7RPBORSHFQV,2053,125.82,198.54,UQAIHIOI
D5XQUYV1RMZ1,4131,411.49,546.05,VSBPGANE
BJOSAH06MMCB,4228,398.08,542.18,CPKTLQGA
6ZD2MP8KP622,2326,142.85,194.42,NPZGUNBG
0JSNEG3NV7AW,1415,140.24,235.04,TKLCRQAQ
UKRNV4X01NWL,7632,370.51,414.23,VRPUFLOH
5548XYGTCR3A,3916,406.1,529.15,CPKTLQGA
2R0M2TDW6Q7B,6357,402.08,513.05,EIAPSBUM
5EDLQJR6811U,3352,351.32,577.57,ZHSGPGCE
KTE3NHDY08C2,1713,113.64,182.28,PUPXILQT
ME6UY3D8H4W1,7070,451.42,799.01,GYCRCIZD
591GZO9J5LGN,2995,423.72,552.95,YJFOCKUP
2UM4WYM10TMY,1648,101.97,170.29,ZLYACVMT
P2M505MGYL7F,2656,138.51,194.33,PIOYEFFR
HIEQ7JC5I31B,1356,97.45,137.01,JFRFZLXG
RX6JMZ760WBZ,2868,136.79,248.14,UPJEDILP
ZEF69MUPJPII,6821,414.2,678.05,UPJEDILP
TVKLT9JDRIG0,1099,123.34,211.77,EGEDGYQE
1SHJM022D6IX,2171,118.45,224.58,ZLYACVMT
UQO9G98VONVN,5267,419.63,614.34,JIBXLYVJ
WVBCFKADJ7Z5,4734,468.38,785.47,NPZGUNBG
J5ROW87ZV7TC,4483,380.92,484.53,TKLCRQAQ
LW9OLKOGJBM8,5953,382.22,498.41,UQAIHIOI
6TQYAGXXCMBN,362,12.72,20.1,ESTUSGVQ
MGZ587J450QW,4324,378.3,500.11,QOODUKSF
CSJ3LZO490TU,6387,416.91,589.09,DUVESCUP
J01727OMJCII,1048,39.75,64.4,EIAPSBUM
9RCU4YOOBNMK,5296,457.04,732.18,NJVSHSAQ
YHSBMTZ8WUPC,4223,367.93,660.8,IRXVIIXD
JQ86KQ6EXHBS,3331,377.0,418.09,YXEYYAUU
OPBVEBMPCJSN,3677,427.83,684.96,JPNKOVEY
SKHN3CU53C73,5166,378.3,453.58,UQAIHIOI
CQZ68EPVW53F,7203,387.48,638.18,UXQLDNBC
642SCHABTVAA,1924,135.93,214.5,CMLLTKBT
1TCHCVV3BY6M,2913,124.17,197.06,ZPVDSNTN
BZF8160QQQKI,3122,399.41,573.15,UPJEDILP
G3UGWEJRX83X,3377,414.2,627.51,UQAIHIOI
LWIZBBATFHZQ,4426,444.43,571.09,JFRFZLXG
YC14PEJX072R,1743,124.99,215.11,CMLLTKBT
LRK996OREC6E,4865,399.41,730.52,EGEDGYQE
A6YT16W5CE58,6760,403.42,563.17,UIBJMQJU
AQQZJVG2I0EI,5896,382.22,426.56,HRCTNANX
XAWB2205F2SX,4540,444.43,531.09,UMIGMZRV
P7JXU4CYQNMK,6551,438.86,595.97,JFRFZLXG
L8GZRFZTT531,3388,379.61,550.43,GYCRCIZD
ZE96K2PICTBR,7492,386.16,468.8,VSBPGANE
ZY2UKLM656RF,1045,34.25,45.04,CMLLTKBT
S58OQQSB0G1T,6732,407.45,482.83,UXQLDNBC
MS7FY8CAMS75,4747,343.76,455.48,CMLLTKBT
Q8OIYGY6AV2B,3941,377.0,664.65,DUVESCUP
KPXO48YFNKDH,4759,450.02,684.93,VYGATPNP
D9QSLG31YJ9A,6461,384.85,506.85,UIBJMQJU
J6P5ZXSCJ9HI,6180,418.27,583.49,PUAAQYKI
B5KIDF8IKVS6,3641,399.41,752.89,RRHKWHUG
LQNSJ6BESIK4,6907,406.1,661.54,JFRFZLXG
JPVHNRZY74VU,4039,452.82,509.42,JFRFZLXG
CYSYG42GEJZJ,1513,114.44,190.2,SXEDLYPA
09XUU21UF4EV,745,38.73,45.12,PIOYEFFR
SU0Z0Q2RBUHJ,2586,93.75,123.47,JPNKOVEY
A9R832UY8I4F,5660,382.22,477.78,ZHSGPGCE
HC3X1ZQ2TL6Y,5652,387.48,501.79,JFRFZLXG
ZJMODLTI68FY,6690,443.03,841.31,TKLCRQAQ
DD0Y2L1XBRO5,3260,365.35,530.49,UIBJMQJU
4YJ0V8A860JU,3732,383.54,487.86,EIAPSBUM
HJSQ5PNRLHRK,4920,472.66,706.63,TNGXLUXB
MPI02V40UTWV,2040,115.23,137.24,GYCRCIZD
YN1NL7FA2WS3,6336,352.59,556.39,UPJEDILP
66FH4XETFPX5,642,37.21,59.87,ZLYACVMT
D1U2WU5USHYG,3918,375.7,608.63,SLVUJJVM
JHJQ0M2WHLHY,4831,408.79,507.72,NIIFSJPI
LBJNXUE08I5I,4497,371.8,561.05,UMIGMZRV
KS4XRUSL8YCT,51,1.49,2.06,NPZGUNBG
KSLZOUYCTV27,2222,147.24,188.32,UMIGMZRV
MRM8MCQGQWSN,1416,112.05,196.2,ZHSGPGCE
Z4JS79BLNB49,78,1.77,3.35,COURESFM
R2ROR17OW81C,2794,115.23,211.56,EGEDGYQE
B16L9TI8HXYV,2924,129.16,209.88,VSBPGANE
