idx,product_id,quantity,wholesale_cost,sale_price,supplier_id
9511,OS87YLD6ZQO6,6954,422.35,611.99,SXEDLYPA
9512,1ROJOK9KUNTQ,2326,118.45,160.86,PIOYEFFR
9513,0YJUI6025MU5,46,0.89,1.49,EIAPSBUM
9514,HDY2V81IG189,4839,461.28,545.69,HDPBFCUI
9515,VWF7JPVSCT7F,2794,124.99,149.99,VYGATPNP
9516,LT5G94GH94JO,6979,412.84,746.00,CMLLTKBT
9517,J2LEOIR7SFC5,4008,457.04,716.64,NJVSHSAQ
9518,9XV01YXRPWPR,7535,361.50,590.33,JFRFZLXG
9519,53M5WALYZZ10,3581,371.80,675.19,JFRFZLXG
9520,3LUWM8FCHAAF,1324,140.24,176.42,YXEYYAUU
9521,Z0NONQORJJRK,2493,125.82,165.96,QOODUKSF
9522,J81Y9PDMKF0S,644,32.80,52.64,QOODUKSF
9523,ZOKIUFX9NBY4,4430,388.80,701.78,ESTUSGVQ
9524,6869J34CCDQG,2765,119.26,224.92,QOODUKSF
9525,BAJQ9OFE3OYJ,4966,370.51,463.14,ESTUSGVQ
9526,Q19LQPUJ6YOC,316,9.37,14.09,GAHBTDEC
9527,PHSI1QS1C5WY,6714,430.58,767.29,HRCTNANX
9528,IDO333AYTTRR,728,43.97,73.65,ZPVDSNTN
9529,K40SLJ22IETQ,3553,379.61,640.40,ZPVDSNTN
9530,4AOPJL7JQHGO,5574,416.91,617.86,PUPXILQT
9531,JECFGYYJLXJ3,7623,411.49,625.88,NIIFSJPI
9532,0XJU6W77LO41,6104,443.03,804.99,QOODUKSF
9533,BA7MSVPHDMKE,5149,425.09,564.52,HRCTNANX
9534,GU9NA1P6SLEG,1420,124.17,211.59,JIBXLYVJ
9535,IWCZUV1CZUTB,6695,365.35,645.21,UIBJMQJU
9536,MHASIDVOGWHC,5403,414.20,738.10,DLDNHXON
9537,W9AJZQFTUVJN,2780,124.99,138.86,JFRFZLXG
9538,4AKMVKBDDSZU,1665,135.08,195.73,TKOBOHXZ
9539,L9QB0KSLH4R6,4024,350.05,591.93,MGOWPCPA
9540,PWJ9XH1SNUSI,990,37.21,53.62,ESTUSGVQ
9541,4N6TDR5X5H2I,4035,400.75,761.42,QOODUKSF
9542,N08XY9MUEZ7X,1272,116.84,152.83,COURESFM
9543,Z0SJADY7352F,7611,399.41,731.72,PUAAQYKI
9544,PE5QRV4R37RG,5730,352.59,583.18,VRPUFLOH
9545,WY8P9Y0XXRWH,2115,124.17,205.00,TKOBOHXZ
9546,HAJE0T9GU67Y,2766,113.64,138.87,UQAIHIOI
9547,2OVUXGMAAJ1W,3166,450.02,787.99,DLDNHXON
9548,5VMAMF1L0M2W,4583,382.22,565.69,VRPUFLOH
9549,2C313FB1R5YI,2373,144.60,186.10,EGEDGYQE
9550,BCZ945ETWTJN,1218,144.60,174.53,YJFOCKUP
9551,I1058ZX9J2AA,6673,404.76,516.47,SXEDLYPA
9552,MNB79VMG4PVG,1931,134.22,238.78,IRXVIIXD
9553,RIAXZ8IOC2U5,5339,375.70,626.67,RRHKWHUG
9554,X1SS7OLSY0NQ,4454,404.76,555.33,DLDNHXON
9555,2W2V2EZAXWNQ,2693,141.11,262.18,ESTUSGVQ
9556,6F00VNSFN4OT,3280,390.12,692.46,QOODUKSF
9557,83NQXG3NPXUQ,5528,415.55,548.11,CPKTLQGA
9558,OLVGZ7YICOZS,1885,90.83,125.35,SLVUJJVM
9559,07U9RK7PPQGV,2204,130.84,220.99,YXEYYAUU
9560,5SYQ9OXBE1WF,4527,403.42,652.73,YJFOCKUP
9561,UWERO6SMWNR8,3092,325.16,575.86,PUAAQYKI
9562,XQZA2MR2KY5R,6191,378.30,609.44,RRHKWHUG
9563,ZLYOK0Z0XTDP,1259,120.89,138.06,PUAAQYKI
9564,TVZ17LMVYAHG,1730,111.27,180.93,ZPVDSNTN
9565,4T0F4D16DH6N,1502,147.24,226.90,ZPVDSNTN
9566,5119325AHOWG,1728,133.37,230.33,PFUZXUBP
9567,C1XIEP849TMR,2132,140.24,220.18,TKOBOHXZ
9568,ESFPAZQ6J5IQ,2772,135.08,233.15,RRHKWHUG
9569,7SWPRBNU0COK,4592,433.33,698.96,YJFOCKUP
9570,60FB8TDUSDE6,578,38.73,56.04,DUVESCUP
9571,1HZKKP64UYIA,5072,419.63,570.70,ZLYACVMT
9572,L6Q7RTDGBX4R,3964,400.75,625.17,DLDNHXON
9573,XSHCBJVKC4AD,880,38.22,58.94,YXEYYAUU
9574,QWI04N7CC764,2541,130.84,234.99,PIOYEFFR
9575,AO58S8GG0NDU,52,1.49,2.72,UQAIHIOI
9576,L4LBRQ073QFQ,939,38.73,63.98,DLDNHXON
9577,13PT8L2W0LE6,1231,119.26,213.95,PUPXILQT
9578,1D8413MYNSC3,7548,404.76,496.24,HIFWYHGS
9579,T45Z1W92VT1W,92,3.81,4.28,VSBPGANE
9580,M2TV6F1O0C84,1954,117.64,175.40,HRCTNANX
9581,5BE6JUL7ZTBH,3824,353.85,417.19,VYGATPNP
9582,EY6E8GAKX8GG,6562,433.33,490.53,NPZGUNBG
9583,R0AJUCCNCS9I,379,9.66,17.96,JFRFZLXG
9584,3C7GGKSASITG,6947,366.64,461.60,PFUZXUBP
9585,BJ9EGELQDNQ4,3946,357.67,590.87,JPNKOVEY
9586,J0KRKRP0HY0Y,7204,380.92,560.71,JPNKOVEY
9587,EG66A8L49N5D,4911,415.55,647.84,MGOWPCPA
9588,K2LDRTA0TND6,7004,418.27,484.77,NJVSHSAQ
9589,11N8HRG2605Z,3157,418.27,697.67,DUVESCUP
9590,C5GI2BFZDYI7,139,6.46,11.09,GAHBTDEC
9591,L293TM0NC8M6,5886,414.20,639.11,ESTUSGVQ
9592,DQX9F9X6HEC6,708,46.14,77.84,GAHBTDEC
9593,GVUIE1RM682P,1875,142.85,235.99,NPZGUNBG
9594,W10V8KSHOAUP,1026,29.08,35.56,PIOYEFFR
9595,QNO0XI3HWVBE,5765,391.44,699.89,COURESFM
9596,8K0S6I342G25,6271,360.22,530.96,MGOWPCPA
9597,FGGLQW2ZT82C,4846,377.00,613.00,HIFWYHGS
9598,SCPLM71XOOJD,7003,429.20,557.53,UPJEDILP
9599,D5GY5V6OPHTV,1063,30.46,52.51,PUPXILQT
9600,8VBTOJFSHICB,4912,396.75,551.88,MGOWPCPA
9601,AQRYS61ON1J7,7132,415.55,601.72,YXEYYAUU
9602,J3O6TAILIXLY,6490,383.54,699.58,RRHKWHUG
9603,8WCP9OBI0UF5,703,30.46,45.69,GAHBTDEC
9604,8IJR9ODDFOFE,3972,404.76,735.45,DUVESCUP
9605,3AH53YOS2O4A,7510,399.41,716.54,QOODUKSF
9606,61CGW7QVL1L2,7076,395.42,589.57,DUVESCUP
9607,RDSE9OC0K1MY,2167,108.13,182.20,UXQLDNBC
9608,GNSYCXH4QGLV,5556,370.51,612.08,CMLLTKBT
9609,4X9Q9ZU4VFY8,4918,420.99,713.58,YXEYYAUU
9610,84359TKVW21J,3578,430.58,496.89,MGOWPCPA
9611,D863P2KA9146,3079,426.46,555.68,ZLYACVMT
9612,XCE03HHLNJ36,3381,351.32,663.99,SXEDLYPA
9613,4F9AAVYE1PBA,6993,387.48,661.04,PUAAQYKI
9614,FVAGT1PPYCES,869,46.69,73.16,EGEDGYQE
9615,UCGSNBS3H02O,683,42.37,46.82,IRXVIIXD
9616,AO72FGIZLXD3,2291,134.22,164.55,IRXVIIXD
9617,XUAEFASBD5HP,549,44.51,67.83,COURESFM
9618,UKCNA91RKR0T,2738,118.45,171.40,NPZGUNBG
9619,4RKH6FAOUU82,7655,412.84,701.83,PUPXILQT
9620,N1OS4H3AGTUO,6970,426.46,747.58,QOODUKSF
9621,V2ZMKPQRNLYM,3023,378.30,637.81,PIOYEFFR
9622,OJ05P28J4A8W,1075,36.21,53.48,PFUZXUBP
9623,1PDI5GY2AS7P,2811,110.48,166.38,GAHBTDEC
9624,2JDJQQ8YIWOZ,2993,403.42,739.87,NJVSHSAQ
9625,FT2SHPJ8X667,5096,450.02,828.49,COURESFM
9626,ZBHGRP62TJ1R,1084,45.05,70.77,ZHSGPGCE
9627,2GKL59B7V8CB,6233,403.42,538.16,VSBPGANE
9628,VN1JFTMCO88V,2064,140.24,261.55,SLVUJJVM
9629,V4P91D1Q7B6I,6476,420.99,760.31,UMIGMZRV
9630,2RNMG5EEW1Y4,2639,128.32,200.44,YJFOCKUP
9631,9JU23OOUNJLH,4792,373.10,629.05,TKLCRQAQ
9632,VW3MJ6X9DILH,7326,406.10,457.67,TKLCRQAQ
9633,42P3R64BVCD6,5462,366.64,590.66,NJVSHSAQ
9634,MXENOJC3P44U,7451,391.44,704.59,YJFOCKUP
9635,VKOL2JB4PU9K,5025,430.58,667.40,UPJEDILP
9636,NVMC7BKE157Z,3838,415.55,770.85,JPNKOVEY
9637,ACE7BJWAAMG3,6425,420.99,700.53,SXEDLYPA
9638,XPZ1SQAVP71Y,255,8.26,14.31,UMIGMZRV
9639,054FR1BADXAY,790,36.21,55.22,ZLYACVMT
9640,TMO3W6OXWLX0,3353,450.02,726.33,DLDNHXON
9641,4SZL098WHPS3,1871,126.65,218.22,DUVESCUP
9642,FPS08LBGTWWC,5912,391.44,508.48,QOODUKSF
9643,DLWNX898MUNF,4401,443.03,687.14,VSBPGANE
9644,IQ6EOOTB8ZEK,1347,107.35,181.85,PUPXILQT
9645,GSXZZ9AC9X2E,3072,415.55,661.56,IRXVIIXD
9646,MNJQ2ITGN0K0,4075,410.14,518.01,RRHKWHUG
9647,9BBKK9TBDKVV,2525,120.07,161.25,JIBXLYVJ
9648,RAT7SGVO165D,6198,406.10,600.22,UQAIHIOI
9649,ID3U1NSUZ2TX,1311,120.89,160.66,UIBJMQJU
9650,DBJINB8XIZS2,7335,425.09,716.70,VYGATPNP
9651,C3B6B7MX74UW,4863,364.07,590.52,PIOYEFFR
9652,UW4FJ7S57VHT,6742,387.48,543.63,HDPBFCUI
9653,PNE1HT637WX2,3846,459.87,597.83,TNGXLUXB
9654,PVSHJ5NRBJPM,7682,430.58,632.95,COURESFM
9655,F53I2LEIE5XL,1531,125.82,231.01,UMIGMZRV
9656,QK606WEI1S1G,2829,110.48,154.78,DLDNHXON
9657,QLXOD66JLOAM,3404,418.27,665.89,JPNKOVEY
9658,3NIFBT3CJ66D,3056,437.48,531.54,QOODUKSF
9659,L1W0ZNLTXMWT,223,13.37,23.42,MGOWPCPA
9660,YTJNY5G2EACD,5292,448.62,803.48,VSBPGANE
9661,VAKI048IY5GK,3380,402.08,512.25,PUAAQYKI
9662,L0IHDZ0XAO66,3979,367.93,492.29,JPNKOVEY
9663,IRWE37OB8ZT3,3002,396.75,536.01,QOODUKSF
9664,JAK771SW2DLQ,5145,412.84,724.53,JIBXLYVJ
9665,9GJE0JL49AZX,5226,418.27,769.20,YXEYYAUU
9666,FFF32O2RVO5N,1546,103.50,150.28,ZPVDSNTN
9667,1I81CMM4K7RT,166,13.04,21.16,ZLYACVMT
9668,FI2IGEDH2DKU,5200,374.40,464.26,PUAAQYKI
9669,JE8FQD2D7Q7N,190,11.76,13.57,PUAAQYKI
9670,LE1YI83HOKV1,5569,457.04,605.58,HDPBFCUI
9671,XQV2O3UAOJ8R,5672,378.30,463.04,VYGATPNP
9672,QZ5FPT1OP9RO,2125,119.26,166.61,PUAAQYKI
9673,SXMHKMJ241N4,1871,128.32,200.69,YXEYYAUU
9674,3YF349NHKOPX,7215,387.48,717.23,PUAAQYKI
9675,Y4ZPPNQ4EGGG,2951,110.48,158.21,DUVESCUP
9676,IH8ZWOQG2AND,6969,416.91,667.47,VYGATPNP
9677,X9P1JJ55IKLB,4941,366.64,560.96,UMIGMZRV
9678,13CU35KGXQRH,4953,398.08,501.18,UXQLDNBC
9679,SRCF171CGE2V,2935,117.64,161.64,SXEDLYPA
9680,U6DJQSNRKWGM,6397,373.10,577.19,ZHSGPGCE
9681,2C5LWX9D7GYD,3641,391.44,686.19,GAHBTDEC
9682,K3PKVEA65FSW,2756,108.13,198.74,JFRFZLXG
9683,BRZIFYBIYGRB,5460,356.40,565.96,SXEDLYPA
9684,GYHKFX58CSAT,1078,40.79,46.66,ZPVDSNTN
9685,3AF85AJ798S9,785,43.43,64.32,HIFWYHGS
9686,H3NIJ0ICU4QC,4024,407.45,532.94,QOODUKSF
9687,WU67D7YOWW02,5111,394.09,467.39,UPJEDILP
9688,MELMFWIY6YJJ,3664,408.79,726.01,RRHKWHUG
9689,V41NOMNCHNCE,4047,400.75,717.74,QOODUKSF
9690,W6MCEHC09NUI,2952,116.04,171.28,VYGATPNP
9691,BB7Q2RDQ3JMB,1478,128.32,177.47,HIFWYHGS
9692,C6994ZM22FID,7119,357.67,576.56,VYGATPNP
9693,GC54VG4NLH8F,777,31.86,52.09,TNGXLUXB
9694,7BVSFMS4JCON,1851,118.45,145.81,VRPUFLOH
9695,R7RNMS4GN6P6,3132,373.10,694.34,SLVUJJVM
9696,D2VX6633MA07,7490,379.61,604.72,HIFWYHGS
9697,C0ZXV1B7XDHA,2442,129.99,223.58,IRXVIIXD
9698,UAITTWXUOBSW,2640,124.17,210.84,JPNKOVEY
9699,BWKQ3BR2QASR,7340,406.10,677.78,ZHSGPGCE
9700,ZAYETAFOOU41,5621,422.35,614.10,NPZGUNBG
9701,6T9XHVCCK1T3,4973,365.35,402.25,NPZGUNBG
9702,3IFPSWIB7D66,2249,110.48,157.10,PUPXILQT
9703,5R5N0C9AJH0B,6194,414.20,744.32,YXEYYAUU
9704,PGHRB5JYXQ30,4235,407.45,646.62,UXQLDNBC
9705,F5YF5G2FPCFO,212,8.54,12.02,UQAIHIOI
9706,4KOB37I5P9YK,4259,430.58,663.95,JIBXLYVJ
9707,ATWDZXE2J8PL,2410,130.84,181.74,ZLYACVMT
9708,VQWRS1QMORB7,3740,423.72,576.26,ESTUSGVQ
9709,Q8NK9HAJDSG5,2146,139.37,229.40,EIAPSBUM
9710,T42741J3XAMF,6020,433.33,750.53,ZPVDSNTN
9711,U2FRIMO74PQO,5890,350.05,563.58,DUVESCUP
9712,AW58DTJX2IL2,7488,387.48,659.88,DLDNHXON
9713,ODCRZ4BRL7NB,3499,399.41,752.09,DUVESCUP
9714,K1PR0L4ADAXH,3733,383.54,589.50,EGEDGYQE
9715,F1ZPZBDMWDC3,6079,437.48,712.65,QOODUKSF
9716,MMLG23Y0Y9ZA,3189,338.76,572.84,RRHKWHUG
9717,HS6FF2HVGWCH,2003,110.48,158.32,YJFOCKUP
9718,EFLHW5F873K8,244,14.03,24.83,UIBJMQJU
9719,CYOQEB7OAJWQ,1001,35.71,48.28,HRCTNANX
9720,1UBSX696FY01,6815,403.42,447.39,ZPVDSNTN
9721,0KDCQE9B5F64,1092,45.59,58.99,HDPBFCUI
9722,8MNUXOO9M68R,4007,395.42,538.96,VSBPGANE
9723,FVG216B6NXNW,5649,415.55,542.71,NIIFSJPI
9724,PFF83HJ0B82G,114,3.43,5.39,GAHBTDEC
9725,UCNDCS38KYP3,1765,133.37,213.13,UXQLDNBC
9726,KT5R1SIGD5SX,5967,374.40,604.66,TKOBOHXZ
9727,1POEONB2UZ77,1843,134.22,177.84,JPNKOVEY
9728,YWPG59SV6R8U,1986,96.71,149.90,MGOWPCPA
9729,XNVQU3YXVXKN,782,37.21,61.28,ESTUSGVQ
9730,IF47GAELNJDQ,3031,426.46,568.47,YXEYYAUU
9731,TGB7MVB839OZ,3174,414.20,677.22,YXEYYAUU
9732,4P9JUJJQFWRW,3036,404.76,510.81,TNGXLUXB
9733,L4DBYK3YGNED,7056,391.44,565.63,UMIGMZRV
9734,5ZH97UXH46QD,1726,124.17,227.11,JIBXLYVJ
9735,00TFLQXR5UML,1222,158.01,252.82,UQAIHIOI
9736,IOBZLRLKLWT3,7107,403.42,674.52,NJVSHSAQ
9737,876S8N2LGUON,3723,404.76,711.97,CMLLTKBT
9738,9BUN3G83D52U,5171,400.75,654.42,COURESFM
9739,MFBIOX2OS1NV,2757,138.51,174.52,SLVUJJVM
9740,X0O72BN5ME4A,6941,365.35,628.40,EIAPSBUM
9741,BGWM1NV790S6,5709,440.25,596.10,EGEDGYQE
9742,VKGPWDRXHQTK,3212,365.35,666.03,HRCTNANX
9743,1TOQSI6S1QBR,7447,394.09,612.81,PIOYEFFR
9744,8NLC44WBIQQ1,4593,384.85,503.00,PIOYEFFR
9745,Z9QEK1KM2ARP,6168,416.91,569.92,DLDNHXON
9746,R1T56CW78J9E,7138,384.85,706.20,VSBPGANE
9747,3YF9A65UI9SL,6859,361.50,417.17,CMLLTKBT
9748,96IODZDBQO9M,7179,418.27,706.88,JIBXLYVJ
9749,X2SSELP81OVB,2462,120.07,196.55,COURESFM
9750,TE1KLH0LU9CA,6672,396.75,630.04,NIIFSJPI
9751,SV045C82GD7R,3980,419.63,511.11,SXEDLYPA
9752,TZLZ0P71BCGL,7196,395.42,724.80,CMLLTKBT
9753,N4CZS3T523S9,424,41.31,53.33,UMIGMZRV
9754,RZQC4TP37LAI,137,3.81,5.03,TNGXLUXB
9755,4MN4OLY8QBUN,706,25.55,34.01,HDPBFCUI
9756,7WSLKAV8PZ0T,7010,347.53,523.03,JFRFZLXG
9757,DKKD54FS597X,5145,415.55,581.77,GYCRCIZD
9758,6SWZP3VI64YN,2713,105.80,142.30,JIBXLYVJ
9759,L558UX3P6XQI,3686,444.43,748.86,UQAIHIOI
9760,44GLVQD6VY4V,1124,119.26,177.58,ZPVDSNTN
9761,QFWSRXN9JNNG,4935,347.53,485.15,HIFWYHGS
9762,WU0S30ARXY38,255,15.75,21.97,VYGATPNP
9763,4TWHTKN77E61,833,40.27,53.40,GAHBTDEC
9764,2MKCLHKNFBGP,2224,140.24,220.88,ZLYACVMT
9765,7VKWOXJAFKTC,6157,406.10,713.92,SLVUJJVM
9766,W111LK7BMGHE,4543,388.80,442.84,ZPVDSNTN
9767,GKOJUJ2K2UEJ,6305,374.40,521.16,HRCTNANX
9768,Y1GO75GMO7FL,6011,422.35,745.03,NPZGUNBG
9769,P84YMD39EUBO,6627,388.80,544.32,JIBXLYVJ
9770,L6NXGKNR2S6P,3272,410.14,537.28,PUPXILQT
9771,V952MY7MI32K,4302,414.20,637.45,EGEDGYQE
9772,UT5FJHG2MIFK,7346,341.26,607.78,ZLYACVMT
9773,FM4QBKRJSN4T,5377,425.09,558.57,PIOYEFFR
9774,YCNDWQX3UUXU,630,34.25,43.53,VSBPGANE
9775,C2FDLZJJ3FSC,702,35.71,46.92,ZHSGPGCE
9776,3BAGQAZIZKG0,6434,383.54,634.76,HRCTNANX
9777,UT7B2P2K7M6Q,6628,434.71,802.47,NIIFSJPI
9778,ZGH6L8OKYWJS,2766,123.34,176.38,NPZGUNBG
9779,VQ7KKB05EIRD,2909,110.48,192.57,TNGXLUXB
9780,YBDMR8YX8KTB,2590,138.51,249.46,DUVESCUP
9781,3G3V90UA1J7B,4219,410.14,750.97,UQAIHIOI
9782,A6WJY7AR699U,6972,418.27,724.44,QOODUKSF
9783,TY8YQB6AEPCI,3055,398.08,742.42,HDPBFCUI
9784,DMTDWV3AR36W,1821,117.64,161.28,JIBXLYVJ
9785,K0TZA8Q05M0Z,132,2.07,3.90,PUAAQYKI
9786,KFKERYKH1TM8,3327,406.10,576.26,YXEYYAUU
9787,T7I22EGCDCDK,6922,370.51,596.52,EIAPSBUM
9788,Y233QPW9OK0Z,1357,115.23,169.50,TKOBOHXZ
9789,Y3NQ96AOJMWA,6946,379.61,576.25,GAHBTDEC
9790,77JUJ3S9R3LS,1607,131.68,169.47,TKLCRQAQ
9791,TRUYB8ZYQOXC,3353,475.53,893.52,SLVUJJVM
9792,IC09RF70K5SV,3628,434.71,531.65,VSBPGANE
9793,DDZT9AISIO5X,189,9.95,17.26,PUAAQYKI
9794,956AMN317KXN,1715,131.68,221.88,JFRFZLXG
9795,9ZV5NPY0BSJ7,6955,346.27,514.90,PIOYEFFR
9796,SSPL7LMF60DY,3623,364.07,432.15,EIAPSBUM
9797,T0T37FQ435ZQ,4825,468.38,595.78,JFRFZLXG
9798,1D72EJVDWJ5E,3648,415.55,534.40,PFUZXUBP
9799,WEWHISG4ZIVA,3379,476.96,559.47,RRHKWHUG
9800,V9G2A5IQCYJK,3058,356.40,439.44,ESTUSGVQ
9801,7NN0O3CHWXLX,4564,367.93,505.90,VRPUFLOH
9802,V2PV0B6CJ67L,3324,426.46,658.88,CMLLTKBT
9803,4Y7UEXXP5U34,327,13.04,23.68,UMIGMZRV
9804,39WSE0EJOCRK,7303,404.76,547.64,TKOBOHXZ
9805,9WUS8TI3PGUS,7335,384.85,534.56,ZLYACVMT
9806,ADFGBXB8RJIM,5631,373.10,608.15,JIBXLYVJ
9807,UEJW7DRVQ54U,1668,135.08,242.33,NJVSHSAQ
9808,09AAHSS27DA6,2562,108.13,140.79,UPJEDILP
9809,Y62PJNV6HHSD,2898,110.48,136.22,ZPVDSNTN
9810,NAIS4FCG5I4K,3817,443.03,490.43,DLDNHXON
9811,S2CFLI4RLQYH,2206,137.65,233.59,ZPVDSNTN
9812,LPKXF1FKQQSH,2271,123.34,220.90,ESTUSGVQ
9813,83T2ZC2KJ2L6,7657,396.75,596.32,JPNKOVEY
9814,D9DZ8VZ3NP7T,2595,133.37,212.33,EGEDGYQE
9815,WZLQXNM7YDGA,2203,117.64,170.81,TKLCRQAQ
9816,YNO8BDBWORXO,2613,108.13,137.76,JPNKOVEY
9817,R0DI2M436VZ3,6089,399.41,538.01,ZPVDSNTN
9818,FQM11IGGPY0I,175,11.14,13.89,NIIFSJPI
9819,VZ3W43HBD5Y5,6988,370.51,440.91,PIOYEFFR
9820,IJWD3Y7N88L3,6684,412.84,707.19,MGOWPCPA
9821,R87LAFOOZ5EQ,3769,436.09,791.94,SXEDLYPA
9822,6OMZGMN7HH6X,2255,128.32,228.54,PUPXILQT
9823,JE9EE1ZGJWV6,5930,373.10,681.65,CPKTLQGA
9824,UHX6S0WGTGSH,7106,431.95,498.04,TKOBOHXZ
9825,9KVJV1512N56,4779,356.40,621.56,JFRFZLXG
9826,5XY2SNOGYQ7I,7551,422.35,634.79,VRPUFLOH
9827,MBSUYTBXV85U,4197,419.63,590.00,UPJEDILP
9828,P4TXD14KQXJB,3081,412.84,690.27,PUAAQYKI
9829,2SVGOHAPFXUN,2454,122.52,184.27,JFRFZLXG
9830,6BBRCCEM7TBZ,183,7.47,10.26,NJVSHSAQ
9831,LMP2P59UY4LY,5507,386.16,733.70,VYGATPNP
9832,JH7033GBMQSD,6133,356.40,557.41,DLDNHXON
9833,081QCW5PIUL3,5296,396.75,676.06,COURESFM
9834,5JYGHQEHUT84,5930,382.22,592.82,ZLYACVMT
9835,5JJRTGE45FSC,7649,420.99,539.29,PUPXILQT
9836,IO5DACJA2HFB,2853,111.27,130.74,TNGXLUXB
9837,KKP7OCGVHFFG,6211,427.83,806.89,DUVESCUP
9838,PO24CIPCVTKV,1109,132.53,220.26,PFUZXUBP
9839,XJ2QWWGBG0U2,260,8.54,12.61,NJVSHSAQ
9840,KW331TK1AQCQ,3387,403.42,681.38,QOODUKSF
9841,JWFS5ZMRD7CO,6203,395.42,497.44,SLVUJJVM
9842,CDKXDRO1DSLV,4912,429.20,678.99,DUVESCUP
9843,HPFABSFPT5YA,3594,373.10,518.24,MGOWPCPA
9844,DLYYHKM05GWX,3606,434.71,762.05,PIOYEFFR
9845,M7Z2UVNSCN41,4751,399.41,633.86,TNGXLUXB
9846,O401IN3LFHGK,7241,408.79,620.54,PIOYEFFR
9847,HU8G5OA3Q262,6623,400.75,714.14,PUPXILQT
9848,C5ZYVIJVJ620,346,16.46,25.89,UIBJMQJU
9849,HOR6QPWMKL8P,6702,394.09,491.82,JFRFZLXG
9850,1EUXO6WPGDGY,7175,444.43,586.65,JFRFZLXG
9851,25XPZG9PNVY3,5824,366.64,474.80,ESTUSGVQ
9852,A7APRLQOOE57,4062,400.75,452.05,HDPBFCUI
9853,RM82A1PC0XYZ,6620,418.27,708.97,RRHKWHUG
9854,9XMCOYJHNAJL,4599,414.20,504.50,EIAPSBUM
9855,QIXW68YUPRN1,5955,384.85,607.29,TNGXLUXB
9856,UMRKNU5OAZUN,206,10.84,16.76,JPNKOVEY
9857,G6G5CNA6ZWZB,1031,39.75,63.56,PUPXILQT
9858,O2UEXOU8KLCZ,7282,434.71,490.35,JFRFZLXG
9859,OOLTXWUELD3I,441,41.31,53.41,JIBXLYVJ
9860,FVRQ908QW766,1038,38.22,65.20,PUAAQYKI
9861,ZTVTCRBX8Q2H,7402,343.76,539.36,PUPXILQT
9862,Q2BWUDTR58ZX,5212,374.40,596.42,TKLCRQAQ
9863,C2D80QBIZIWR,121,4.01,6.76,ZLYACVMT
9864,BY2U3MQRMATX,6302,352.59,645.94,DUVESCUP
9865,8GEGEO1KHXH8,7172,412.84,558.16,GAHBTDEC
9866,15LZ37XGAYM0,6859,445.82,799.80,RRHKWHUG
9867,GY6OQRRMR665,7189,399.41,504.85,GYCRCIZD
9868,PMSB8EOI67K3,5467,398.08,529.05,CMLLTKBT
9869,T2ITKF937SZP,2880,120.89,187.02,SXEDLYPA
9870,QJCHMOMBS6W6,6325,379.61,593.33,CMLLTKBT
9871,FYB6C26B87WM,4148,411.49,648.10,NJVSHSAQ
9872,VFGX0BGZB4E4,4115,396.75,580.05,ZPVDSNTN
9873,5671S7Q5SQBH,425,41.31,57.54,UMIGMZRV
9874,JZQUTNVE3ZI0,2256,103.50,177.40,PUAAQYKI
9875,KJX13CFZ4KTN,4910,416.91,502.38,GAHBTDEC
9876,1MELBVE07XX0,3418,398.08,644.89,HIFWYHGS
9877,JBIZTQW0HPGT,30,1.24,2.35,EGEDGYQE
9878,ERE331LZK46V,5515,441.64,787.00,PIOYEFFR
9879,7XAB29G6O0NU,1238,135.93,217.08,ZLYACVMT
9880,AZZ9XMGLNCLJ,4895,414.20,641.60,DUVESCUP
9881,GLH8WYRJX9G2,6776,425.09,732.00,UMIGMZRV
9882,1DW93M45U22E,3693,370.51,662.47,DUVESCUP
9883,HSDFIWHH623G,714,40.27,66.20,YXEYYAUU
9884,QC8DNEEWKYG5,3021,398.08,561.69,HDPBFCUI
9885,9ZGF4TXU123U,473,36.21,57.83,JPNKOVEY
9886,MPH9MK64U9OB,4382,380.92,670.80,JFRFZLXG
9887,L57GWK6YI81E,3397,377.00,547.40,NPZGUNBG
9888,07IDKLLQUO7T,106,3.81,5.43,UIBJMQJU
9889,7YY3C223TWAH,4256,382.22,648.25,PFUZXUBP
9890,CJSWNN2INEK1,5183,451.42,540.80,HRCTNANX
9891,TMC66ZXV1AD7,5417,383.54,541.17,GYCRCIZD
9892,HKQEPMTQWMQJ,4866,388.80,590.59,TKOBOHXZ
9893,4R6UIZFBU2CE,5872,404.76,649.64,TKOBOHXZ
9894,5CB9R1DLSZXK,5327,370.51,639.50,EIAPSBUM
9895,9HLZ9RFTXBB4,4528,412.84,528.02,TNGXLUXB
9896,1K8JVW4LFI4B,4917,387.48,562.62,PUPXILQT
9897,2K62MDRBW0E9,4952,407.45,570.84,JFRFZLXG
9898,NRA1882WQ1DN,149,7.21,11.09,HIFWYHGS
9899,9KL87WPFJ9ND,1921,116.84,157.27,HDPBFCUI
9900,RSBYRZWD7NS8,4801,423.72,687.27,YXEYYAUU
9901,29I4BXQM9TL5,7354,437.48,568.29,RRHKWHUG
9902,L1V2L0OJ5LKQ,1947,117.64,204.11,QOODUKSF
9903,BYOII1HGT7KJ,5956,383.54,673.50,SXEDLYPA
9904,R61PCHDXNY3J,3550,425.09,744.76,MGOWPCPA
9905,PI0IVOZ0FX0T,1574,108.91,205.08,SXEDLYPA
9906,P5WJD3JG2J8P,3328,406.10,752.50,TKOBOHXZ
